hpRemaining
BEST;controllers.RoombaController;30.6
WORST;controllers.PathfindingController;2.9
WORST;controllers.QLearning;2.9
monstersKilled
BEST;controllers.RandomController;5.2
WORST;controllers.RoombaController;1.0
treasuresCollected
BEST;controllers.RandomController;2.8
WORST;controllers.RoombaController;1.0
potionsDrunk
BEST;controllers.RandomController;1.4
WORST;controllers.RoombaController;0.0
WORST;controllers.PathfindingController;0.0
WORST;controllers.QLearning;0.0
actionsTaken
BEST;controllers.RoombaController;300.0
WORST;controllers.PathfindingController;19.0
WORST;controllers.QLearning;19.0
tilesExplored
BEST;controllers.RandomController;32.5
WORST;controllers.RoombaController;7.0
---------------------------------------
timesCompleted
controllers.RandomController;2.0
controllers.ZombieController;0.0
controllers.RoombaController;0.0
controllers.PathfindingController;5.0
controllers.QLearning;5.0
timesDied
controllers.RandomController;7.0
controllers.ZombieController;5.0
controllers.RoombaController;0.0
controllers.PathfindingController;5.0
controllers.QLearning;5.0
timesUncompleted
controllers.RandomController;1.0
controllers.ZombieController;5.0
controllers.RoombaController;10.0
controllers.PathfindingController;0.0
controllers.QLearning;0.0
---------------------------------------
hpRemaining
controllers.RandomController;0.0;6.0;30.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0
controllers.ZombieController;17.0;0.0;20.0;0.0;0.0;13.0;0.0;0.0;1.0;7.0
controllers.RoombaController;27.0;29.0;33.0;28.0;33.0;35.0;28.0;33.0;28.0;32.0
controllers.PathfindingController;5.0;0.0;7.0;0.0;0.0;0.0;5.0;6.0;0.0;6.0
controllers.QLearning;5.0;0.0;7.0;0.0;0.0;0.0;5.0;6.0;0.0;6.0
monstersKilled
controllers.RandomController;4.0;5.0;5.0;5.0;5.0;5.0;6.0;5.0;5.0;7.0
controllers.ZombieController;4.0;4.0;5.0;4.0;4.0;4.0;4.0;6.0;4.0;6.0
controllers.RoombaController;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
controllers.PathfindingController;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
controllers.QLearning;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
treasuresCollected
controllers.RandomController;1.0;5.0;4.0;1.0;2.0;3.0;3.0;3.0;2.0;4.0
controllers.ZombieController;2.0;2.0;2.0;2.0;3.0;2.0;1.0;3.0;2.0;2.0
controllers.RoombaController;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
controllers.PathfindingController;2.0;1.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;2.0
controllers.QLearning;2.0;1.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;2.0
potionsDrunk
controllers.RandomController;0.0;2.0;3.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0
controllers.ZombieController;1.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;1.0;2.0
controllers.RoombaController;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
controllers.PathfindingController;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
controllers.QLearning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
actionsTaken
controllers.RandomController;24.0;268.0;300.0;18.0;56.0;34.0;48.0;80.0;78.0;120.0
controllers.ZombieController;300.0;137.0;300.0;200.0;168.0;300.0;53.0;260.0;300.0;300.0
controllers.RoombaController;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0
controllers.PathfindingController;22.0;16.0;22.0;16.0;16.0;16.0;22.0;22.0;16.0;22.0
controllers.QLearning;22.0;16.0;22.0;16.0;16.0;16.0;22.0;22.0;16.0;22.0
tilesExplored
controllers.RandomController;20.0;56.0;53.0;17.0;22.0;26.0;30.0;40.0;20.0;41.0
controllers.ZombieController;15.0;16.0;28.0;30.0;34.0;18.0;10.0;31.0;29.0;39.0
controllers.RoombaController;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
controllers.PathfindingController;23.0;17.0;23.0;17.0;17.0;17.0;23.0;23.0;17.0;23.0
controllers.QLearning;23.0;17.0;23.0;17.0;17.0;17.0;23.0;23.0;17.0;23.0
---------------------------------------

