hpRemaining
BEST;controllers.RoombaController;38.8
WORST;controllers.ZombieController;19.0
monstersKilled
BEST;controllers.RandomController;3.9
WORST;controllers.RoombaController;0.9
treasuresCollected
BEST;controllers.RandomController;3.9
WORST;controllers.PathfindingController;0.0
WORST;controllers.QLearning;0.0
potionsDrunk
BEST;controllers.RandomController;1.8
WORST;controllers.PathfindingController;0.0
WORST;controllers.QLearning;0.0
actionsTaken
BEST;controllers.ZombieController;273.1
WORST;controllers.PathfindingController;14.0
WORST;controllers.QLearning;14.0
tilesExplored
BEST;controllers.RandomController;50.1
WORST;controllers.PathfindingController;15.0
WORST;controllers.QLearning;15.0
---------------------------------------
timesCompleted
controllers.RandomController;7.0
controllers.ZombieController;2.0
controllers.RoombaController;1.0
controllers.PathfindingController;10.0
controllers.QLearning;10.0
timesDied
controllers.RandomController;0.0
controllers.ZombieController;1.0
controllers.RoombaController;0.0
controllers.PathfindingController;0.0
controllers.QLearning;0.0
timesUncompleted
controllers.RandomController;3.0
controllers.ZombieController;7.0
controllers.RoombaController;9.0
controllers.PathfindingController;0.0
controllers.QLearning;0.0
---------------------------------------
hpRemaining
controllers.RandomController;25.0;32.0;17.0;24.0;21.0;1.0;21.0;39.0;22.0;7.0
controllers.ZombieController;40.0;23.0;29.0;12.0;24.0;18.0;13.0;0.0;26.0;5.0
controllers.RoombaController;36.0;36.0;39.0;40.0;40.0;40.0;40.0;39.0;40.0;38.0
controllers.PathfindingController;25.0;20.0;24.0;13.0;20.0;18.0;20.0;16.0;21.0;22.0
controllers.QLearning;25.0;20.0;24.0;13.0;20.0;18.0;20.0;16.0;21.0;22.0
monstersKilled
controllers.RandomController;3.0;5.0;4.0;3.0;3.0;5.0;4.0;1.0;4.0;7.0
controllers.ZombieController;2.0;3.0;1.0;3.0;3.0;3.0;4.0;5.0;2.0;3.0
controllers.RoombaController;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0
controllers.PathfindingController;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0
controllers.QLearning;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0
treasuresCollected
controllers.RandomController;3.0;5.0;4.0;4.0;4.0;3.0;4.0;4.0;3.0;5.0
controllers.ZombieController;2.0;3.0;2.0;1.0;2.0;2.0;4.0;5.0;2.0;4.0
controllers.RoombaController;2.0;2.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;2.0
controllers.PathfindingController;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
controllers.QLearning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
potionsDrunk
controllers.RandomController;1.0;4.0;2.0;1.0;1.0;1.0;2.0;1.0;2.0;3.0
controllers.ZombieController;2.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0
controllers.RoombaController;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0
controllers.PathfindingController;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
controllers.QLearning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
actionsTaken
controllers.RandomController;82.0;242.0;300.0;152.0;130.0;136.0;124.0;300.0;136.0;300.0
controllers.ZombieController;300.0;300.0;300.0;114.0;300.0;252.0;300.0;265.0;300.0;300.0
controllers.RoombaController;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;30.0;300.0
controllers.PathfindingController;14.0;14.0;14.0;14.0;14.0;14.0;14.0;14.0;14.0;14.0
controllers.QLearning;14.0;14.0;14.0;14.0;14.0;14.0;14.0;14.0;14.0;14.0
tilesExplored
controllers.RandomController;39.0;71.0;54.0;46.0;46.0;44.0;45.0;28.0;57.0;71.0
controllers.ZombieController;34.0;43.0;20.0;34.0;36.0;34.0;48.0;43.0;30.0;39.0
controllers.RoombaController;17.0;16.0;16.0;19.0;11.0;11.0;16.0;13.0;22.0;15.0
controllers.PathfindingController;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0
controllers.QLearning;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0
---------------------------------------

