hpRemaining
BEST;controllers.RoombaController;40.0
WORST;controllers.RandomController;16.3
monstersKilled
BEST;controllers.RandomController;4.4
WORST;controllers.RoombaController;0.0
treasuresCollected
BEST;controllers.RandomController;4.2
WORST;controllers.RoombaController;0.0
WORST;controllers.PathfindingController;0.0
WORST;controllers.QLearning;0.0
potionsDrunk
BEST;controllers.RandomController;2.2
WORST;controllers.RoombaController;0.0
WORST;controllers.PathfindingController;0.0
WORST;controllers.QLearning;0.0
actionsTaken
BEST;controllers.ZombieController;300.0
BEST;controllers.RoombaController;300.0
WORST;controllers.PathfindingController;24.0
WORST;controllers.QLearning;24.0
tilesExplored
BEST;controllers.RandomController;53.3
WORST;controllers.RoombaController;3.0
---------------------------------------
timesCompleted
controllers.RandomController;2.0
controllers.ZombieController;0.0
controllers.RoombaController;0.0
controllers.PathfindingController;10.0
controllers.QLearning;10.0
timesDied
controllers.RandomController;3.0
controllers.ZombieController;0.0
controllers.RoombaController;0.0
controllers.PathfindingController;0.0
controllers.QLearning;0.0
timesUncompleted
controllers.RandomController;5.0
controllers.ZombieController;10.0
controllers.RoombaController;10.0
controllers.PathfindingController;0.0
controllers.QLearning;0.0
---------------------------------------
hpRemaining
controllers.RandomController;19.0;0.0;31.0;0.0;7.0;19.0;0.0;17.0;40.0;30.0
controllers.ZombieController;40.0;35.0;21.0;40.0;40.0;40.0;40.0;32.0;40.0;15.0
controllers.RoombaController;40.0;40.0;40.0;40.0;40.0;40.0;40.0;40.0;40.0;40.0
controllers.PathfindingController;29.0;29.0;29.0;26.0;33.0;33.0;33.0;26.0;31.0;35.0
controllers.QLearning;29.0;29.0;29.0;26.0;33.0;33.0;33.0;26.0;31.0;35.0
monstersKilled
controllers.RandomController;5.0;7.0;3.0;5.0;6.0;4.0;7.0;4.0;0.0;3.0
controllers.ZombieController;0.0;1.0;5.0;1.0;1.0;1.0;0.0;1.0;0.0;4.0
controllers.RoombaController;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
controllers.PathfindingController;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
controllers.QLearning;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
treasuresCollected
controllers.RandomController;4.0;6.0;4.0;4.0;5.0;5.0;5.0;4.0;2.0;3.0
controllers.ZombieController;2.0;2.0;2.0;0.0;2.0;1.0;2.0;2.0;2.0;3.0
controllers.RoombaController;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
controllers.PathfindingController;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
controllers.QLearning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
potionsDrunk
controllers.RandomController;4.0;3.0;1.0;1.0;3.0;3.0;3.0;3.0;0.0;1.0
controllers.ZombieController;0.0;0.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;1.0
controllers.RoombaController;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
controllers.PathfindingController;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
controllers.QLearning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
actionsTaken
controllers.RandomController;300.0;188.0;300.0;144.0;300.0;300.0;278.0;258.0;300.0;170.0
controllers.ZombieController;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0
controllers.RoombaController;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0
controllers.PathfindingController;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0
controllers.QLearning;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0
tilesExplored
controllers.RandomController;57.0;66.0;50.0;50.0;61.0;57.0;65.0;55.0;25.0;47.0
controllers.ZombieController;20.0;26.0;49.0;26.0;36.0;33.0;26.0;31.0;28.0;44.0
controllers.RoombaController;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0
controllers.PathfindingController;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0
controllers.QLearning;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0;25.0
---------------------------------------

