hpRemaining
BEST;controllers.RoombaController;32.0
WORST;controllers.RandomController;7.6
monstersKilled
BEST;controllers.RandomController;5.0
WORST;controllers.RoombaController;1.0
treasuresCollected
BEST;controllers.RandomController;2.8
WORST;controllers.RoombaController;0.0
WORST;controllers.PathfindingController;0.0
WORST;controllers.QLearning;0.0
potionsDrunk
BEST;controllers.RandomController;2.4
WORST;controllers.PathfindingController;0.0
WORST;controllers.QLearning;0.0
actionsTaken
BEST;controllers.RoombaController;300.0
WORST;controllers.PathfindingController;22.0
WORST;controllers.QLearning;22.0
tilesExplored
BEST;controllers.RandomController;43.3
WORST;controllers.RoombaController;10.0
---------------------------------------
timesCompleted
controllers.RandomController;3.0
controllers.ZombieController;0.0
controllers.RoombaController;0.0
controllers.PathfindingController;10.0
controllers.QLearning;10.0
timesDied
controllers.RandomController;6.0
controllers.ZombieController;2.0
controllers.RoombaController;0.0
controllers.PathfindingController;0.0
controllers.QLearning;0.0
timesUncompleted
controllers.RandomController;1.0
controllers.ZombieController;8.0
controllers.RoombaController;10.0
controllers.PathfindingController;0.0
controllers.QLearning;0.0
---------------------------------------
hpRemaining
controllers.RandomController;0.0;0.0;0.0;0.0;0.0;40.0;0.0;22.0;10.0;4.0
controllers.ZombieController;19.0;0.0;37.0;24.0;27.0;26.0;14.0;26.0;17.0;0.0
controllers.RoombaController;30.0;32.0;29.0;34.0;33.0;35.0;34.0;30.0;28.0;35.0
controllers.PathfindingController;7.0;10.0;9.0;11.0;14.0;16.0;21.0;12.0;11.0;20.0
controllers.QLearning;7.0;10.0;9.0;11.0;14.0;16.0;21.0;12.0;11.0;20.0
monstersKilled
controllers.RandomController;4.0;6.0;4.0;5.0;6.0;3.0;7.0;4.0;5.0;6.0
controllers.ZombieController;3.0;6.0;2.0;3.0;2.0;2.0;3.0;3.0;3.0;5.0
controllers.RoombaController;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
controllers.PathfindingController;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0
controllers.QLearning;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0
treasuresCollected
controllers.RandomController;1.0;6.0;1.0;2.0;2.0;3.0;5.0;0.0;3.0;5.0
controllers.ZombieController;4.0;2.0;2.0;0.0;3.0;0.0;0.0;1.0;1.0;1.0
controllers.RoombaController;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
controllers.PathfindingController;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
controllers.QLearning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
potionsDrunk
controllers.RandomController;1.0;3.0;1.0;2.0;3.0;3.0;3.0;3.0;3.0;2.0
controllers.ZombieController;2.0;2.0;3.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0
controllers.RoombaController;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
controllers.PathfindingController;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
controllers.QLearning;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
actionsTaken
controllers.RandomController;39.0;244.0;87.0;57.0;60.0;300.0;227.0;102.0;138.0;154.0
controllers.ZombieController;300.0;161.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;83.0
controllers.RoombaController;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0;300.0
controllers.PathfindingController;22.0;22.0;22.0;22.0;22.0;22.0;22.0;22.0;22.0;22.0
controllers.QLearning;22.0;22.0;22.0;22.0;22.0;22.0;22.0;22.0;22.0;22.0
tilesExplored
controllers.RandomController;29.0;58.0;30.0;34.0;44.0;38.0;63.0;43.0;43.0;51.0
controllers.ZombieController;39.0;42.0;33.0;30.0;37.0;14.0;32.0;33.0;36.0;29.0
controllers.RoombaController;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
controllers.PathfindingController;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0
controllers.QLearning;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0;23.0
---------------------------------------

