hpRemaining
BEST;controllers.PathfindingController;38.4
BEST;controllers.QLearning;38.4
WORST;controllers.RandomController;5.1
monstersKilled
BEST;controllers.RandomController;4.5
WORST;controllers.PathfindingController;1.0
WORST;controllers.QLearning;1.0
treasuresCollected
BEST;controllers.RandomController;3.9
WORST;controllers.PathfindingController;1.0
WORST;controllers.QLearning;1.0
potionsDrunk
BEST;controllers.PathfindingController;1.0
BEST;controllers.QLearning;1.0
WORST;controllers.RoombaController;0.0
actionsTaken
BEST;controllers.ZombieController;255.3
WORST;controllers.PathfindingController;15.0
WORST;controllers.QLearning;15.0
tilesExplored
BEST;controllers.RandomController;41.5
WORST;controllers.PathfindingController;16.0
WORST;controllers.QLearning;16.0
---------------------------------------
timesCompleted
controllers.RandomController;3.0
controllers.ZombieController;3.0
controllers.RoombaController;1.0
controllers.PathfindingController;10.0
controllers.QLearning;10.0
timesDied
controllers.RandomController;7.0
controllers.ZombieController;1.0
controllers.RoombaController;2.0
controllers.PathfindingController;0.0
controllers.QLearning;0.0
timesUncompleted
controllers.RandomController;0.0
controllers.ZombieController;6.0
controllers.RoombaController;7.0
controllers.PathfindingController;0.0
controllers.QLearning;0.0
---------------------------------------
hpRemaining
controllers.RandomController;12.0;0.0;0.0;0.0;0.0;13.0;0.0;0.0;0.0;26.0
controllers.ZombieController;29.0;34.0;23.0;5.0;12.0;0.0;27.0;26.0;13.0;34.0
controllers.RoombaController;29.0;8.0;0.0;32.0;35.0;28.0;27.0;12.0;0.0;8.0
controllers.PathfindingController;40.0;38.0;36.0;38.0;39.0;37.0;36.0;40.0;40.0;40.0
controllers.QLearning;40.0;38.0;36.0;38.0;39.0;37.0;36.0;40.0;40.0;40.0
monstersKilled
controllers.RandomController;4.0;5.0;5.0;5.0;5.0;3.0;5.0;6.0;5.0;2.0
controllers.ZombieController;1.0;1.0;3.0;5.0;5.0;5.0;2.0;3.0;4.0;1.0
controllers.RoombaController;1.0;3.0;4.0;1.0;1.0;1.0;1.0;3.0;5.0;4.0
controllers.PathfindingController;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
controllers.QLearning;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
treasuresCollected
controllers.RandomController;4.0;4.0;4.0;5.0;4.0;2.0;5.0;5.0;4.0;2.0
controllers.ZombieController;3.0;1.0;2.0;4.0;3.0;3.0;1.0;2.0;3.0;3.0
controllers.RoombaController;2.0;3.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;5.0
controllers.PathfindingController;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
controllers.QLearning;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
potionsDrunk
controllers.RandomController;1.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0
controllers.ZombieController;0.0;0.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
controllers.RoombaController;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
controllers.PathfindingController;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
controllers.QLearning;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
actionsTaken
controllers.RandomController;47.0;121.0;223.0;93.0;55.0;47.0;149.0;271.0;47.0;27.0
controllers.ZombieController;300.0;300.0;129.0;300.0;147.0;190.0;300.0;287.0;300.0;300.0
controllers.RoombaController;300.0;113.0;109.0;300.0;300.0;300.0;300.0;300.0;210.0;300.0
controllers.PathfindingController;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0
controllers.QLearning;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0;15.0
tilesExplored
controllers.RandomController;33.0;43.0;52.0;46.0;34.0;30.0;56.0;71.0;30.0;20.0
controllers.ZombieController;28.0;23.0;31.0;42.0;51.0;48.0;26.0;30.0;45.0;29.0
controllers.RoombaController;21.0;28.0;32.0;21.0;21.0;23.0;23.0;34.0;29.0;37.0
controllers.PathfindingController;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0
controllers.QLearning;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0;16.0
---------------------------------------

